start	end	text
4872960	4902960	¿Acacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacaca
4902960	4932960	cacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacacaca
4932960	4941640	y otra vez, la puerta de casa de escino, o sea, grupo nominal, determinante nombre,
4944640	4950320	la pues ya es 1 o 1, ¿no?, acá estoy en la 1 o 1.
4962960	4992960	¿No, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no,
4992960	5002500	No, no, no, no, no, no, no, no, no, no, no, no, ahh, sí.
5002500	5007280	¿Esea está más inf metros por supuesto?
5007280	5014760	ił, aquí dice, aquí dice, house, ella.
5014760	5016720	¿
5016720	5018400	¿Eh, se dice?
5018400	5020840	¿Me發ga las partes, y ya es una arabara?
5020840	5030840	Acá aquí voy a hacer.
5030840	5034840	¿Cómo?
5034840	5049840	¿Qué te va a hacer ahí?
5049840	5055840	¿Qué hacemos acá?
5055840	5058840	¿Y tengo a Andal Noanda?
5058840	5060840	Es un determinante.
5060840	5064840	Así que acá, y todo que acero tengo que aplicar,
5064840	5067840	buscar.
5067840	5072840	Y esto es crear una nueva entrada en el chart en la posición siguiente.
5072840	5077840	Diciendo, entre la posición 1 y 2,
5077840	5080840	Maché un determinante.
5093840	5097840	Fíjense que interesante, bueno, es interesante.
5097840	5098840	¿Qué acá?
5098840	5103840	Lo que estoy diciendo es, en la posición 2, reconocí un determinante
5103840	5108840	y estoy esperando un nombre entre la 1 y la 2.
5108840	5112840	O sea, acá no cuento el tomo.
5112840	5115840	El tomo lo voy a completar después.
5115840	5120840	Bueno, y después, pero también podría ser un determinante.
5128840	5133840	¿Sí?
5133840	5139840	¿No me propias no?
5139840	5146840	¿Brupo nominarse a lo generé?
5146840	5148840	¿Brupo nominarse a lo generé?
5148840	5151840	Te irá bueno, pero estoy despreciando de esta posibilidad,
5151840	5153840	porque yo si completo, ¿Brupo no minalve?
5153840	5156840	Tengo que avanzar todas las redes que estaban esperando.
5156840	5159840	Bueno, voy a completar, ahora lo vemos.
5159840	5162840	Bien, bueno, acá, el chart 2.
5162840	5170840	Tejéme de repasar, pues si no me te comido ningún caso, por las dudas.
5170840	5172840	No, está muy bien.
5172840	5177840	Bueno, no puse los números y la regla que aplicaba, pero está.
5186840	5196840	Bueno, ¿qué pasa con acá?
5196840	5201840	¿Qué vamos a aplicar acá?
5201840	5206840	Chializa el hanto que acá.
5206840	5211840	Vamos a buscar un nombre.
5212840	5217840	Entonces vamos a encontrarlo, porque vuelvo.
5217840	5218840	Es un nombre.
5218840	5229840	Entonces, si esto me va a generar un nuevo grupo nominal, que dice det, no.
5229840	5240840	Entre la 1 y la 3.
5240840	5250840	Bueno, el grupo nominal de no aljetivo.
5250840	5253840	¿Sí?
5253840	5259840	Que se que se haga un escán o escán.
5259840	5263840	Y acá, que voy a aplicar.
5263840	5265840	¿Qué aplica acá?
5265840	5268840	Completar.
5268840	5274840	La posición 1 había alguien esperando un grupo nominal.
5274840	5280840	¿Eh?
5280840	5283840	Este.
5283840	5286840	Está esperando un grupo nominal.
5286840	5294840	O sea que puedo estar teniendo un grupo global.
5295840	5298840	Vergo grupo nominal, al final.
5298840	5304840	Entre la posición acá, esto es 01 y acá es 1-3.
5304840	5307840	O sea que esto es 0-3.
5307840	5309840	¿Seguando?
5309840	5311840	Está apriando la en el 1.
5311840	5314840	Contré 1-3, tengo 0-3.
5314840	5317840	¿Qué es tomo vuelo, grupo global?
5317840	5320840	¿Quién más está apriando un grupo nominal?
5320840	5323840	¿Tenó?
5323840	5326840	Vergo grupo nominal.
5326840	5331840	Y a la derecha debería ver un grupo profesional.
5331840	5334840	También entre las 0-3.
5334840	5341840	¿Qué está tomo vuelo y esto tomo vuelo a parir?
5341840	5344840	Quiero decir, al final terminación.
5344840	5346840	¿Qué es tomo vuelo?
5346840	5348840	Esta es la que va a terminar ganando, digamos.
5348840	5353840	Tomo un vuelo y está esperando un grupo profesional a la derecha.
5357840	5361840	¿Qué más está esperando un grupo nominal?
5361840	5363840	La última dos.
5374840	5388840	¿Y estaba en el principio?
5388840	5389840	¿Seguétos?
5389840	5391840	¿Acas 1-3, ¿no?
5404840	5423840	¿Tamos bien ahí, ¿no?
5423840	5426840	¿Tamos bien ahí, ¿no?
5434840	5442840	¿Avejetivo?
5442840	5453840	Esto te trato de hacer un predil y no puedo poner ningún adjetivo.
5453840	5462840	Entonces, bueno, entre 0-3, entre 0-3, hay un grupo global.
5462840	5467840	¿A día alguien esperando un grupo global en 0?
5467840	5470840	¿Sí, a día, ¿no?
5470840	5475840	Esto.
5475840	5480840	¿Sí, después?
5480840	5482840	¿Cómo vía tengo acá?
5482840	5488840	Voy a tener que borrar la plama.
5488840	5506840	¿Y qué?
5506840	5508840	¿Y qué?
5508840	5513840	¿Y qué?
5513840	5516840	¿Y qué?
5516840	5518840	¿Y acá fíjense que reconocinuración?
5521480	5523720	Todo un vuelo, reconocinuración.
5523720	5527320	No hay la oración que estoy reconociendo, porque todavía no en términos de analisión.
5528520	5531400	Se se necesita una olah última posición del chart, ¿no acá?
5533400	5534680	¿Quién más se perunje V?
5536680	5537800	En la posición 0.
5542920	5543560	¿Nay más?
5545880	5546360	¿No?
5547800	5548840	¿Nay más?
5559800	5561800	¿A acá?
5563000	5565000	¿Qué tengo que hacer?
5568680	5570680	¿Qué tengo que hacer acá?
5570680	5572680	Preciso, ¿no?
5572680	5573640	¿Qué p?
5576200	5578200	Ya lo produce, pero que la tengo acá.
5580440	5583640	¿Qué p es un prep gen?
5587240	5589240	¿Y la posición 3-3?
5591240	5592440	¿Sí?
5595000	5596520	¿Y el único que hay?
5599880	5601880	¿Y esto también es un predic de jp?
5603640	5605640	¿Y esto es la oración que reconocí?
5607880	5609880	O sea que el único camino que me ha quedado, ¿sí?
5611320	5613320	¿Y acá qué pasa?
5613320	5615320	¿Aí un prep allá?
5621560	5623560	¿Aí un... ¿Aí va, una?
5623800	5625080	¿En el 3-4?
5632120	5633480	¿Y el aire de jp?
5636520	5638120	¿Y el aire de jp?
5639800	5641800	¿Y el aire de jp?
5648520	5650120	¿Y el aire de jp?
5653720	5656040	¿Y ese es un poco lo mismo que hemos estado haciendo?
5656040	5665720	Hay una pequeña diferencia de un notacion que acá lo primero que tenía reconociero vuelo, pero el pretemente lo lo mimos.
5666440	5668120	El pretimiento y no lo mire lo mismo.
5668120	5671400	Este paso uno lo escribimos, porque lo hicimos implicitamente.
5671400	5672400	Yes, y que es lo mismo que el un lugar de él,
5672400	5676840	qué cái el que vamos a mostrañ цisas,
5679160	5681640	hay una pequeña oportunidad,
5681640	5688240	¿Ataigo entramos esto?
5688240	5693800	Encontramos que entre la posición cero y las cinco es decir en todo el
5693800	5703000	pertezto, pero dije correctamente en relación, ¿y esto es lo que me dice que
5703000	5711720	la oración es valida? Si yo lo que quiero es nuevamente, parciar, tengo que
5711720	5716600	avisar cuál es ir a los análisis posible que me generaron esto, para guardar, para
5716600	5725360	atrás. Y estos son los pasos que afirmó dando y yo siguiendo para
5725360	5729200	traer camino, si conservo quién lo generó, a partir de quién es y si el
5729200	5741360	complito, yo tengo en los pasos que fueron generándome esto. Y eso me da el con eso
5741360	5751240	poco truíela. Bueno, hay otros enfoces, más allá de esto, que yo
5751240	5755000	poco lo lo voy a mostrar, la clase basada, el par心 probabilístico, hay una
5755000	5761280	forma más sencilla de parcin, que es el parcin parcial, que se llama ya lo parcin, que
5761280	5767120	utiliza el único que hace identificar lo ponominal y verbales, los primeros niveles
5767120	5773760	digamos. Como le decía, y otro método que se llama a charparcin, que se
5773760	5778000	va a ser en una agenda, es como una versión más generica de los anteriores, que lo
5778000	5785120	casi elegir una agenda en el que va tomando la sarista, va tomando los anteriores.
5785120	5793080	Todos los métodos se basan en este tipo de técnicas, en la clase que viene,
5793080	5796080	correcto terminó por hoy, en la clase que viene, juega el nuevo a ver clase, poco
5796080	5803360	y dedos clase en uno, realmente esto yo lo doy en dos partes, el personal grino y usted
5803360	5807720	está acostumbrado, se le goyemos, sufren un poco de polestudia ni lo aprenden, esto siempre
5807720	5814920	hay algunos de estos típicos problemas de prueba, nunca les ponemos tan poco en un
5814920	5822040	caso horrible, tiene que saber de la corriente, no es la idea como hablamos el principio,
5822040	5827800	como este curso es un curso con muchas cosas, tampoco la idea es que en la, en la, en la
5827800	5834960	prueba final lo que queremos que sepan son los algoritmos, pero tampoco es que van a
5834960	5842760	se causemurrar, te lo van a ver la prueba, y la semana que viene hay retoma Luis, ahora ya
5842760	5846920	no me ven más hasta la evaluación, porque ahora toma Luis que va a empezar con la parte
5846920	5853720	de semántica, así que no vemos el martes, bye bye
